azureresourcemanagercosmosdb,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.CosmosDB,1.4.0-alpha.20231025.1
azureresourcemanagercosmosdbforpostgresql,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.CosmosDBForPostgreSql,1.1.0-alpha.20231025.1
azureresourcemanagercostmanagement,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.CostManagement,1.1.0-alpha.20231025.1
azureresourcemanagercustomerinsights,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.CustomerInsights,1.0.0-alpha.20231025.1
azureresourcemanagerdatabasefleetmanager,[tfm=netstandard2.0;isPrerelease=true]Azure.ResourceManager.DatabaseFleetManager,1.0.0-beta.1
azureresourcemanagerdatabox,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.DataBox,1.1.0-alpha.20231024.1
azureresourcemanagerdataboxedge,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DataBoxEdge,1.1.0-alpha.20231025.1
azureresourcemanagerdatadog,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Datadog,1.0.0-alpha.20231025.1
azureresourcemanagerdatafactory,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DataFactory,1.0.0-alpha.20231025.1
azureresourcemanagerdatalakeanalytics,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DataLakeAnalytics,1.1.0-alpha.20231025.1
azureresourcemanagerdatalakestore,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DataLakeStore,1.1.0-alpha.20231025.1
azureresourcemanagerdatamigration,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DataMigration,1.0.0-alpha.20231024.1
azureresourcemanagerdataprotectionbackup,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.DataProtectionBackup,1.3.0-alpha.20231025.1
azureresourcemanagerdatashare,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DataShare,1.1.0-alpha.20231025.1
azureresourcemanagerdefendereasm,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.DefenderEasm,1.0.0-alpha.20231025.1
azureresourcemanagerdeploymentmanager,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.DeploymentManager,1.0.0-beta.3
azureresourcemanagerdesktopvirtualization,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.DesktopVirtualization,1.2.0-alpha.20231025.1
azureresourcemanagerdevcenter,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.DevCenter,1.1.0-alpha.20231025.1
azureresourcemanagerdeviceprovisioningservices,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DeviceProvisioningServices,1.2.0-alpha.20231025.1
azureresourcemanagerdeviceupdate,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DeviceUpdate,1.0.0-alpha.20231024.1
azureresourcemanagerdevspaces,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DevSpaces,1.0.0-alpha.20231024.1
azureresourcemanagerdevtestlabs,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DevTestLabs,1.1.0-alpha.20231024.1
azureresourcemanagerdigitaltwins,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DigitalTwins,1.3.0-alpha.20231024.1
azureresourcemanagerdns,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Dns,1.1.0-alpha.20231025.1
azureresourcemanagerdnsresolver,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.DnsResolver,1.1.0-alpha.20231025.1
azureresourcemanagerdynatrace,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Dynatrace,1.1.0-alpha.20231025.1
azureresourcemanageredgeorder,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.EdgeOrder,1.1.0-alpha.20231025.1
azureresourcemanagerelastic,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Elastic,1.0.0-alpha.20231024.1
azureresourcemanagerelasticsan,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ElasticSan,1.0.0-alpha.20231025.1
azureresourcemanagerenergyservices,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.EnergyServices,1.0.0-alpha.20231025.1
azureresourcemanagereventgrid,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.EventGrid,1.1.0-alpha.20231024.1
azureresourcemanagereventhubs,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.EventHubs,1.1.0-alpha.20231025.1
azureresourcemanagerextendedlocation,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.ExtendedLocation,1.0.0-beta.2
azureresourcemanagerextendedlocations,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ExtendedLocations,1.1.0-alpha.20231025.1
azureresourcemanagerfluidrelay,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.FluidRelay,1.1.0-alpha.20231025.1
azureresourcemanagerfrontdoor,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.FrontDoor,1.2.0-alpha.20231025.1
azureresourcemanagergrafana,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Grafana,1.1.0-alpha.20231024.1
azureresourcemanagergraphservices,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.GraphServices,1.1.0-alpha.20231025.1
azureresourcemanagerguestconfiguration,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.GuestConfiguration,1.1.0-alpha.20231025.1
azureresourcemanagerhardwaresecuritymodules,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.HardwareSecurityModules,1.0.0-alpha.20231024.1
azureresourcemanagerhci,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Hci,1.1.0-alpha.20231024.1
azureresourcemanagerhdinsight,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.HDInsight,1.2.0-alpha.20231025.1
azureresourcemanagerhdinsightcontainers,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.HDInsight.Containers,1.0.0-alpha.20231025.1
azureresourcemanagerhealthbot,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.HealthBot,1.1.0-alpha.20231025.1
azureresourcemanagerhealthcareapis,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.HealthcareApis,1.1.0-alpha.20231025.1
azureresourcemanagerhybridcompute,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.HybridCompute,1.0.0-alpha.20231024.1
azureresourcemanagerhybridconnectivity,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.HybridConnectivity,1.0.0-alpha.20231025.1
azureresourcemanagerhybridcontainerservice,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.HybridContainerService,1.0.0-alpha.20231025.1
azureresourcemanageriotcentral,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.IotCentral,1.1.0-alpha.20231025.1
azureresourcemanageriotfirmwaredefense,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.IotFirmwareDefense,1.0.0-alpha.20231025.1
azureresourcemanageriothub,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.IotHub,1.2.0-alpha.20231024.1
azureresourcemanagerkeyvault,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.KeyVault,1.2.0-alpha.20231025.1
azureresourcemanagerkubernetes,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Kubernetes,1.0.0-alpha.20231024.1
azureresourcemanagerkubernetesconfiguration,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.KubernetesConfiguration,1.2.0-alpha.20231024.1
azureresourcemanagerkusto,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Kusto,1.6.0-alpha.20231025.1
azureresourcemanagerlabservices,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.LabServices,1.1.0-alpha.20231025.1
azureresourcemanagerloadtesting,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.LoadTesting,1.1.0-alpha.20231024.1
azureresourcemanagerlogic,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Logic,1.1.0-alpha.20231025.1
azureresourcemanagermachinelearning,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.MachineLearning,1.2.0-alpha.20231024.1
azureresourcemanagermachinelearningcompute,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.MachineLearningCompute,1.0.0-alpha.20231024.1
azureresourcemanagermaintenance,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Maintenance,1.2.0-alpha.20231024.1
azureresourcemanagermanagednetwork,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ManagedNetwork,1.0.0-alpha.20231024.1
azureresourcemanagermanagednetworkfabric,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ManagedNetworkFabric,1.2.0-alpha.20231025.1
azureresourcemanagermanagedserviceidentities,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ManagedServiceIdentities,1.2.0-alpha.20231025.1
azureresourcemanagermanagedservices,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ManagedServices,1.1.0-alpha.20231024.1
azureresourcemanagermanagementpartner,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ManagementPartner,1.0.0-alpha.20231024.1
azureresourcemanagermaps,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Maps,1.1.0-alpha.20231024.1
azureresourcemanagermarketplace,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Marketplace,1.2.0-alpha.20231025.1
azureresourcemanagermarketplaceordering,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.MarketplaceOrdering,1.1.0-alpha.20231024.1
azureresourcemanagermedia,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Media,1.3.0-alpha.20231025.1
azureresourcemanagermigrate,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.Migrate,1.0.0-beta.1
azureresourcemanagermixedreality,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.MixedReality,1.1.0-alpha.20231025.1
azureresourcemanagermobilenetwork,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.MobileNetwork,1.1.0-alpha.20231025.1
azureresourcemanagermonitor,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Monitor,1.3.0-alpha.20231024.1
azureresourcemanagermysql,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.MySql,1.1.0-alpha.20231024.1
azureresourcemanagernetapp,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.NetApp,1.5.0-alpha.20231025.1
azureresourcemanagernetwork,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Network,1.6.0-alpha.20231025.1
azureresourcemanagernetworkanalytics,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.NetworkAnalytics,1.0.0-alpha.20231025.1
azureresourcemanagernetworkcloud,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.NetworkCloud,1.1.0-alpha.20231025.1
azureresourcemanagernetworkfunction,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.NetworkFunction,1.0.0-alpha.20231025.1
azureresourcemanagernewrelicobservability,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.NewRelicObservability,1.1.0-alpha.20231024.1
azureresourcemanagernginx,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Nginx,1.0.0-alpha.20231025.1
azureresourcemanagernotificationhubs,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.NotificationHubs,1.1.0-alpha.20231024.1
azureresourcemanageroperationalinsights,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.OperationalInsights,1.2.0-alpha.20231024.1
azureresourcemanagerorbital,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Orbital,1.1.0-alpha.20231025.1
azureresourcemanagerpaloaltonetworksngfw,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.PaloAltoNetworks.Ngfw,1.1.0-alpha.20231024.1
azureresourcemanagerpeering,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Peering,1.2.0-alpha.20231024.1
azureresourcemanagerpolicyinsights,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.PolicyInsights,1.2.0-alpha.20231025.1
azureresourcemanagerpostgresql,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.PostgreSql,1.2.0-alpha.20231024.1
azureresourcemanagerpowerbidedicated,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.PowerBIDedicated,1.0.0-alpha.20231025.1
azureresourcemanagerprivatedns,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.PrivateDns,1.1.0-alpha.20231025.1
azureresourcemanagerproviderhub,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ProviderHub,1.1.0-alpha.20231025.1
azureresourcemanagerpurview,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Purview,1.1.0-alpha.20231025.1
azureresourcemanagerquantum,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Quantum,1.0.0-alpha.20231025.1
azureresourcemanagerqumulo,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Qumulo,1.1.0-alpha.20231025.1
azureresourcemanagerquota,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Quota,1.1.0-alpha.20231025.1
azureresourcemanagerrecoveryservices,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.RecoveryServices,1.2.0-alpha.20231025.1
azureresourcemanagerrecoveryservicesbackup,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.RecoveryServicesBackup,1.2.0-alpha.20231025.1
azureresourcemanagerrecoveryservicesdatareplication,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.RecoveryServicesDataReplication,1.0.0-alpha.20231025.1
azureresourcemanagerrecoveryservicessiterecovery,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.RecoveryServicesSiteRecovery,1.2.0-alpha.20231025.1
azureresourcemanagerredis,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Redis,1.3.0-alpha.20231025.1
azureresourcemanagerredisenterprise,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.RedisEnterprise,1.1.0-alpha.20231024.1
azureresourcemanagerredisenterprisecache,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.RedisEnterpriseCache,1.0.0-beta.1
azureresourcemanagerrelay,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Relay,1.2.0-alpha.20231025.1
azureresourcemanagerreservations,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Reservations,1.4.0-alpha.20231025.1
azureresourcemanagerresourceconnector,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ResourceConnector,1.0.0-alpha.20231024.1
azureresourcemanagerresourcegraph,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ResourceGraph,1.1.0-alpha.20231025.1
azureresourcemanagerresourcehealth,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ResourceHealth,1.1.0-alpha.20231025.1
azureresourcemanagerresourcemover,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.ResourceMover,1.2.0-alpha.20231025.1
azureresourcemanagerresources,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Resources,1.7.0-alpha.20231025.1
azureresourcemanagersearch,[isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json;tfm=netstandard2.0]Azure.ResourceManager.Search,1.2.0-alpha.20231025.1
azureresourcemanagersecuritycenter,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.SecurityCenter,1.2.0-beta.3
